user,name_product,total_score,pigmentation,longevity,application,hydration
28209,3CE_드롭글로우젤_CALMING,5,3,2,3,3
28209,3CE_드롭글로우젤_CALMING,5,3,2,3,3
28209,3CE_드롭글로우젤_CALMING,5,3,2,3,3
3434er****,3CE_드롭글로우젤_CALMING,4,3,1,2,3
3434er****,3CE_드롭글로우젤_CALMING,4,3,1,2,3
노징구,3CE_드롭글로우젤_CALMING,5,3,3,3,3
노징구,3CE_드롭글로우젤_CALMING,5,3,3,3,3
동동동동,3CE_드롭글로우젤_CALMING,5,3,2,3,3
동동동동,3CE_드롭글로우젤_CALMING,5,3,2,3,3
배뽀삐,3CE_드롭글로우젤_CALMING,5,3,1,3,3
배뽀삐,3CE_드롭글로우젤_CALMING,5,3,1,3,3
연비니,3CE_드롭글로우젤_CALMING,5,3,3,3,3
연비니,3CE_드롭글로우젤_CALMING,5,3,3,3,3
올령올,3CE_드롭글로우젤_CALMING,5,3,3,3,3
올령올,3CE_드롭글로우젤_CALMING,5,3,3,3,3
인생은아름다워,3CE_드롭글로우젤_CALMING,5,2,2,2,2
인생은아름다워,3CE_드롭글로우젤_CALMING,5,2,2,2,2
인생은아름다워,3CE_드롭글로우젤_CALMING,5,2,2,2,2
저는도둑이되었습니다,3CE_드롭글로우젤_CALMING,5,3,2,3,2
저는도둑이되었습니다,3CE_드롭글로우젤_CALMING,5,3,2,3,2
저는도둑이되었습니다,3CE_드롭글로우젤_CALMING,5,3,2,3,2
짱짱27,3CE_드롭글로우젤_CALMING,5,3,3,3,3
짱짱27,3CE_드롭글로우젤_CALMING,5,3,3,3,3
코덕대학생,3CE_드롭글로우젤_CALMING,3,2,2,2,2
코덕대학생,3CE_드롭글로우젤_CALMING,3,3,1,3,2
코덕대학생,3CE_드롭글로우젤_CALMING,3,3,1,3,2
코덕대학생,3CE_드롭글로우젤_CALMING,3,2,2,2,2
피곤한팽도리,3CE_드롭글로우젤_CALMING,5,3,2,3,3
피곤한팽도리,3CE_드롭글로우젤_CALMING,5,3,2,3,3
chun****,3CE_드롭글로우젤_CALMING,5,2,2,2,2
chun****,3CE_드롭글로우젤_CALMING,5,2,2,2,2
gawon****,3CE_드롭글로우젤_CALMING,5,2,2,3,2
gawon****,3CE_드롭글로우젤_CALMING,5,3,2,2,2
gawon****,3CE_드롭글로우젤_CALMING,5,3,2,2,2
gawon****,3CE_드롭글로우젤_CALMING,5,2,2,3,2
ghgh****,3CE_드롭글로우젤_CALMING,5,3,3,3,3
ghgh****,3CE_드롭글로우젤_CALMING,5,3,3,3,3
hm0919****,3CE_드롭글로우젤_CALMING,5,3,3,3,3
hm0919****,3CE_드롭글로우젤_CALMING,5,3,3,3,3
juyeon****,3CE_드롭글로우젤_CALMING,5,3,3,3,3
juyeon****,3CE_드롭글로우젤_CALMING,5,3,3,3,3
k202403170****,3CE_드롭글로우젤_CALMING,5,3,3,3,3
k202403170****,3CE_드롭글로우젤_CALMING,5,3,3,3,3
kimkh9****,3CE_드롭글로우젤_CALMING,5,3,3,3,2
kimkh9****,3CE_드롭글로우젤_CALMING,5,3,3,3,2
Kocon78,3CE_드롭글로우젤_CALMING,4,3,1,2,3
Kocon78,3CE_드롭글로우젤_CALMING,4,3,1,2,3
Kocon78,3CE_드롭글로우젤_CALMING,4,3,1,2,3
minji00****,3CE_드롭글로우젤_CALMING,5,3,2,3,3
minji00****,3CE_드롭글로우젤_CALMING,5,3,2,3,3
rlarbfla****,3CE_드롭글로우젤_CALMING,5,3,3,3,3
rlarbfla****,3CE_드롭글로우젤_CALMING,5,3,3,3,3
s20zo11,3CE_드롭글로우젤_CALMING,5,3,1,3,3
s20zo11,3CE_드롭글로우젤_CALMING,5,3,1,3,3
sangwon****,3CE_드롭글로우젤_CALMING,5,3,2,3,3
sangwon****,3CE_드롭글로우젤_CALMING,5,3,2,3,3
wldms****,3CE_드롭글로우젤_CALMING,5,2,2,2,3
wldms****,3CE_드롭글로우젤_CALMING,5,2,2,2,3
wtcutel****,3CE_드롭글로우젤_CALMING,5,3,2,3,3
wtcutel****,3CE_드롭글로우젤_CALMING,5,3,2,3,3
wtcutel****,3CE_드롭글로우젤_CALMING,5,3,2,3,3
wtcutel****,3CE_드롭글로우젤_CALMING,5,3,2,3,3
베흐,3CE_드롭글로우젤_ESSENTIAL,5,3,2,3,3
유키유키,3CE_드롭글로우젤_ESSENTIAL,4,2,2,2,3
점점열받아올영씨,3CE_드롭글로우젤_ESSENTIAL,5,3,2,3,3
쿨톤박사,3CE_드롭글로우젤_ESSENTIAL,4,3,1,3,3
피나코,3CE_드롭글로우젤_ESSENTIAL,5,3,2,3,3
ekgml****,3CE_드롭글로우젤_ESSENTIAL,5,2,2,2,3
lsm09****,3CE_드롭글로우젤_ESSENTIAL,2,2,2,2,2
miniini,3CE_드롭글로우젤_ESSENTIAL,5,3,2,3,3
shal****,3CE_드롭글로우젤_ESSENTIAL,5,3,3,3,3
shal****,3CE_드롭글로우젤_ESSENTIAL,4,2,2,3,3
뚜비띠,3CE_드롭글로우젤_ESSENTIAL,5,3,2,3,3
로이클,3CE_드롭글로우젤_ESSENTIAL,4,3,2,3,3
로이클,3CE_드롭글로우젤_ESSENTIAL,4,3,2,3,3
모모와인절미,3CE_드롭글로우젤_ESSENTIAL,4,3,1,3,3
베흐,3CE_드롭글로우젤_ESSENTIAL,5,3,2,3,3
영원히핑크올리브,3CE_드롭글로우젤_ESSENTIAL,4,2,2,2,3
채현,3CE_드롭글로우젤_ESSENTIAL,4,3,1,2,2
쿨톤박사,3CE_드롭글로우젤_ESSENTIAL,4,3,1,3,3
쿨톤박사,3CE_드롭글로우젤_ESSENTIAL,4,3,1,3,3
쿨톤박사,3CE_드롭글로우젤_ESSENTIAL,5,3,3,3,3
프헤즈,3CE_드롭글로우젤_ESSENTIAL,5,2,2,2,3
피나코,3CE_드롭글로우젤_ESSENTIAL,5,3,2,3,3
dldmswl****,3CE_드롭글로우젤_ESSENTIAL,5,3,3,3,3
ekgml****,3CE_드롭글로우젤_ESSENTIAL,5,2,2,2,3
jinmeili****,3CE_드롭글로우젤_ESSENTIAL,5,3,2,2,2
qortk****,3CE_드롭글로우젤_ESSENTIAL,5,3,2,3,3
sukl****,3CE_드롭글로우젤_ESSENTIAL,5,3,3,3,3
강만지,3CE_드롭글로우젤_MILDER,5,2,2,2,3
금붕어튀김,3CE_드롭글로우젤_MILDER,5,2,2,2,2
밍하,3CE_드롭글로우젤_MILDER,5,3,3,3,3
밍하,3CE_드롭글로우젤_MILDER,5,3,3,3,3
바보동,3CE_드롭글로우젤_MILDER,4,2,1,3,3
바보동,3CE_드롭글로우젤_MILDER,4,2,1,2,3
아기곤듀,3CE_드롭글로우젤_MILDER,5,3,1,3,3
얘우니,3CE_드롭글로우젤_MILDER,5,3,2,3,3
에스트라광인,3CE_드롭글로우젤_MILDER,5,2,2,3,3
창가에햇살,3CE_드롭글로우젤_MILDER,5,3,3,3,2
창가에햇살,3CE_드롭글로우젤_MILDER,5,2,2,2,3
창가에햇살,3CE_드롭글로우젤_MILDER,5,3,3,3,3
창가에햇살,3CE_드롭글로우젤_MILDER,5,3,3,3,3
chlakflsk,3CE_드롭글로우젤_MILDER,5,3,2,3,3
ckjin****,3CE_드롭글로우젤_MILDER,5,2,2,2,2
cosmesoom,3CE_드롭글로우젤_MILDER,5,3,3,3,3
cosmesoom,3CE_드롭글로우젤_MILDER,5,3,3,3,3
jiminss****,3CE_드롭글로우젤_MILDER,3,2,2,2,2
k202312155****,3CE_드롭글로우젤_MILDER,3,3,3,2,3
lousctg****,3CE_드롭글로우젤_MILDER,5,3,1,3,3
mrkang****,3CE_드롭글로우젤_MILDER,5,3,2,3,2
rosepeach,3CE_드롭글로우젤_MILDER,5,3,2,3,3
rosepeach,3CE_드롭글로우젤_MILDER,5,3,2,3,3
sunny****,3CE_드롭글로우젤_MILDER,5,3,1,3,3
깅다잉,3CE_드롭글로우젤_NEAT,3,3,1,3,3
꽉,3CE_드롭글로우젤_NEAT,3,2,1,2,2
뀨쮸,3CE_드롭글로우젤_NEAT,5,3,2,3,2
나앙니이,3CE_드롭글로우젤_NEAT,5,3,3,3,3
도도도도9999,3CE_드롭글로우젤_NEAT,5,3,2,3,3
도도도도9999,3CE_드롭글로우젤_NEAT,5,3,2,3,3
도도도도9999,3CE_드롭글로우젤_NEAT,5,3,2,3,3
메론집착녀,3CE_드롭글로우젤_NEAT,5,3,2,3,3
메론집착녀,3CE_드롭글로우젤_NEAT,5,3,2,3,3
민둥산2,3CE_드롭글로우젤_NEAT,4,2,2,2,2
솔솔솔솔,3CE_드롭글로우젤_NEAT,5,3,2,3,3
우유빙수,3CE_드롭글로우젤_NEAT,4,1,2,2,2
창가에햇살,3CE_드롭글로우젤_NEAT,5,3,3,3,3
창가에햇살,3CE_드롭글로우젤_NEAT,5,1,2,3,2
항상빈,3CE_드롭글로우젤_NEAT,5,3,1,3,3
aco****,3CE_드롭글로우젤_NEAT,4,3,1,3,3
ad****,3CE_드롭글로우젤_NEAT,5,3,2,2,3
choiji****,3CE_드롭글로우젤_NEAT,4,3,2,2,3
haeun1110,3CE_드롭글로우젤_NEAT,5,2,1,2,3
haeun1110,3CE_드롭글로우젤_NEAT,5,2,1,2,3
sun3057****,3CE_드롭글로우젤_NEAT,5,3,2,3,3
suz8315,3CE_드롭글로우젤_NEAT,5,3,2,3,3
2BBUJIAE,3CE_드롭글로우젤_RAWAPPLE,5,3,3,3,3
공쥬2131,3CE_드롭글로우젤_RAWAPPLE,5,2,2,2,2
꺄로롱,3CE_드롭글로우젤_RAWAPPLE,3,3,1,3,3
먼순내,3CE_드롭글로우젤_RAWAPPLE,5,2,3,3,2
메론집착녀,3CE_드롭글로우젤_RAWAPPLE,5,3,3,3,3
명이랑해,3CE_드롭글로우젤_RAWAPPLE,5,3,1,2,3
미남맘,3CE_드롭글로우젤_RAWAPPLE,1,1,1,2,2
뽀도도언니,3CE_드롭글로우젤_RAWAPPLE,5,3,3,3,3
얌얌2에요,3CE_드롭글로우젤_RAWAPPLE,5,3,3,3,3
예으니이,3CE_드롭글로우젤_RAWAPPLE,5,2,2,2,2
우유빙수,3CE_드롭글로우젤_RAWAPPLE,4,1,2,2,2
쮸빵뽕,3CE_드롭글로우젤_RAWAPPLE,4,2,3,2,3
쮸빵뽕,3CE_드롭글로우젤_RAWAPPLE,5,3,1,3,3
ㅌㅎ,3CE_드롭글로우젤_RAWAPPLE,3,2,3,1,2
텅텅빈텅장,3CE_드롭글로우젤_RAWAPPLE,5,3,3,3,3
aldus****,3CE_드롭글로우젤_RAWAPPLE,5,2,1,3,3
choiji****,3CE_드롭글로우젤_RAWAPPLE,5,2,1,2,3
chonsa2485,3CE_드롭글로우젤_RAWAPPLE,5,3,1,3,3
daisuki1031,3CE_드롭글로우젤_RAWAPPLE,5,3,2,3,3
daw****,3CE_드롭글로우젤_RAWAPPLE,5,2,2,2,2
do****,3CE_드롭글로우젤_RAWAPPLE,5,3,3,3,3
hayeonii,3CE_드롭글로우젤_RAWAPPLE,5,3,2,3,3
jung78****,3CE_드롭글로우젤_RAWAPPLE,4,3,2,3,3
ksh2****,3CE_드롭글로우젤_RAWAPPLE,5,3,2,2,3
lajin,3CE_드롭글로우젤_RAWAPPLE,5,3,3,3,3
loveflower,3CE_드롭글로우젤_RAWAPPLE,5,3,2,3,3
pje****,3CE_드롭글로우젤_RAWAPPLE,4,3,1,3,3
qhrud****,3CE_드롭글로우젤_RAWAPPLE,5,3,3,3,3
shyblue,3CE_드롭글로우젤_RAWAPPLE,5,3,1,2,2
skdud****,3CE_드롭글로우젤_RAWAPPLE,5,2,2,2,2
sun10****,3CE_드롭글로우젤_RAWAPPLE,5,3,1,1,3
sun10****,3CE_드롭글로우젤_RAWAPPLE,5,3,1,3,3
toplj****,3CE_드롭글로우젤_RAWAPPLE,5,3,3,3,3
tranvan****,3CE_드롭글로우젤_RAWAPPLE,5,3,3,3,3
Zzang쭈돌,3CE_드롭글로우젤_RAWAPPLE,5,3,3,3,3
Zzang쭈돌,3CE_드롭글로우젤_RAWAPPLE,5,3,3,3,3
1h0****,3CE_드롭글로우젤_SHY,5,3,3,3,3
겨울한숨,3CE_드롭글로우젤_SHY,5,2,2,2,2
꾸꼼,3CE_드롭글로우젤_SHY,5,3,2,2,3
꾸꼼,3CE_드롭글로우젤_SHY,5,3,2,2,3
꿀피부고양이,3CE_드롭글로우젤_SHY,5,3,3,3,3
너구리백반,3CE_드롭글로우젤_SHY,5,3,2,3,2
너구리백반,3CE_드롭글로우젤_SHY,5,3,2,3,3
멍꼬순내,3CE_드롭글로우젤_SHY,5,2,2,2,2
멍꼬순내,3CE_드롭글로우젤_SHY,5,2,2,2,2
멍꼬순내,3CE_드롭글로우젤_SHY,5,2,2,2,2
멍꼬순내,3CE_드롭글로우젤_SHY,5,2,2,2,2
밍쯔밍,3CE_드롭글로우젤_SHY,5,3,3,3,3
비니꾸,3CE_드롭글로우젤_SHY,4,2,2,2,2
슈크림도넛,3CE_드롭글로우젤_SHY,5,3,3,3,3
슈크림도넛,3CE_드롭글로우젤_SHY,5,3,3,3,3
슈크림도넛,3CE_드롭글로우젤_SHY,5,3,3,2,3
여쿨이라니,3CE_드롭글로우젤_SHY,3,2,2,2,2
여쿨이라니,3CE_드롭글로우젤_SHY,3,2,2,2,2
예쁜전교1등,3CE_드롭글로우젤_SHY,5,3,2,3,3
올영창문두짝,3CE_드롭글로우젤_SHY,4,2,2,2,2
우유빙수,3CE_드롭글로우젤_SHY,4,1,2,2,2
유움,3CE_드롭글로우젤_SHY,5,3,2,3,3
유움,3CE_드롭글로우젤_SHY,5,3,3,3,3
유움,3CE_드롭글로우젤_SHY,5,3,2,3,3
유움,3CE_드롭글로우젤_SHY,5,3,2,3,3
유움,3CE_드롭글로우젤_SHY,5,3,2,3,3
이닝,3CE_드롭글로우젤_SHY,5,3,2,2,3
체우제,3CE_드롭글로우젤_SHY,5,3,1,2,2
byvin2,3CE_드롭글로우젤_SHY,5,2,2,2,2
byvin2,3CE_드롭글로우젤_SHY,5,2,2,2,2
Jy26,3CE_드롭글로우젤_SHY,5,3,2,1,3
Jy26,3CE_드롭글로우젤_SHY,5,3,2,1,3
minji****,3CE_드롭글로우젤_SHY,5,3,3,3,3
sundazed,3CE_드롭글로우젤_SHY,4,3,3,3,3
toplj****,3CE_드롭글로우젤_SHY,5,3,3,3,3
고물가시대의깐깐징어,3CE_드롭글로우젤_VERYSURE,4,1,2,3,2
나돈필요해요,3CE_드롭글로우젤_VERYSURE,4,2,2,2,2
나돈필요해요,3CE_드롭글로우젤_VERYSURE,5,2,2,2,2
나돈필요해요,3CE_드롭글로우젤_VERYSURE,4,2,2,2,2
나돈필요해요,3CE_드롭글로우젤_VERYSURE,5,3,2,3,3
똥끼,3CE_드롭글로우젤_VERYSURE,3,2,3,3,3
마동식,3CE_드롭글로우젤_VERYSURE,5,3,1,3,2
메론팝콘,3CE_드롭글로우젤_VERYSURE,5,3,2,2,3
미니쭈꾸미,3CE_드롭글로우젤_VERYSURE,3,2,2,3,3
미지혜,3CE_드롭글로우젤_VERYSURE,5,3,3,3,3
보부상출신,3CE_드롭글로우젤_VERYSURE,5,3,1,3,3
보부상출신,3CE_드롭글로우젤_VERYSURE,5,3,1,3,3
양아찌,3CE_드롭글로우젤_VERYSURE,5,2,1,3,3
양아찌,3CE_드롭글로우젤_VERYSURE,5,3,1,3,3
양아찌,3CE_드롭글로우젤_VERYSURE,5,2,1,3,3
양아찌,3CE_드롭글로우젤_VERYSURE,5,3,1,3,3
여라나늘,3CE_드롭글로우젤_VERYSURE,5,3,2,3,3
은달의가을warm한일상,3CE_드롭글로우젤_VERYSURE,5,3,2,3,3
재현정우,3CE_드롭글로우젤_VERYSURE,4,2,2,2,3
쭈syjuknow,3CE_드롭글로우젤_VERYSURE,5,3,3,3,2
코자핑,3CE_드롭글로우젤_VERYSURE,5,3,3,3,3
큰손너구리,3CE_드롭글로우젤_VERYSURE,5,3,3,3,3
퍼플릴리,3CE_드롭글로우젤_VERYSURE,4,3,2,3,3
퍼플릴리,3CE_드롭글로우젤_VERYSURE,4,3,2,3,3
퍼플릴리,3CE_드롭글로우젤_VERYSURE,4,3,2,3,3
퍼플릴리,3CE_드롭글로우젤_VERYSURE,4,3,2,3,3
하루에2만보,3CE_드롭글로우젤_VERYSURE,5,3,2,3,3
호호호휼로어어어,3CE_드롭글로우젤_VERYSURE,5,3,3,3,3
효니030,3CE_드롭글로우젤_VERYSURE,5,3,3,3,3
효니030,3CE_드롭글로우젤_VERYSURE,5,3,3,3,3
희씨,3CE_드롭글로우젤_VERYSURE,4,3,2,3,3
gotmestarryeyed,3CE_드롭글로우젤_VERYSURE,5,3,3,3,3
gotmestarryeyed,3CE_드롭글로우젤_VERYSURE,5,3,3,3,3
jiwoo****,3CE_드롭글로우젤_VERYSURE,5,3,3,3,3
juliette****,3CE_드롭글로우젤_VERYSURE,1,2,2,2,2
kim****,3CE_드롭글로우젤_VERYSURE,5,3,3,3,3
leet****,3CE_드롭글로우젤_VERYSURE,5,3,3,3,3
Llini,3CE_드롭글로우젤_VERYSURE,5,2,1,3,2
nnjj****,3CE_드롭글로우젤_VERYSURE,5,2,1,3,3
pqpq****,3CE_드롭글로우젤_VERYSURE,5,3,3,3,3
pures,3CE_드롭글로우젤_VERYSURE,5,3,2,2,3
shinga****,3CE_드롭글로우젤_VERYSURE,4,3,2,3,3
smh****,3CE_드롭글로우젤_VERYSURE,5,3,3,3,3
smh****,3CE_드롭글로우젤_VERYSURE,5,3,3,3,3
syp****,3CE_드롭글로우젤_VERYSURE,5,2,2,2,2
Tanner,3CE_드롭글로우젤_VERYSURE,3,3,2,3,3
Tanner,3CE_드롭글로우젤_VERYSURE,3,3,2,3,3
귤쨈,3CE_드롭글로우젤_WEEKEND,5,2,2,2,2
나루03,3CE_드롭글로우젤_WEEKEND,5,3,2,3,3
나루03,3CE_드롭글로우젤_WEEKEND,5,3,2,3,3
뷰티쏘잉,3CE_드롭글로우젤_WEEKEND,5,3,2,3,3
ㅅㅇㄱㅈㄴ,3CE_드롭글로우젤_WEEKEND,5,2,2,2,2
올영쪼와,3CE_드롭글로우젤_WEEKEND,5,3,1,3,3
울랄리리,3CE_드롭글로우젤_WEEKEND,5,2,2,3,3
울랄리리,3CE_드롭글로우젤_WEEKEND,5,3,2,3,3
지웡이,3CE_드롭글로우젤_WEEKEND,5,3,2,3,3
지웡이,3CE_드롭글로우젤_WEEKEND,4,3,3,3,3
짱짱맨훙,3CE_드롭글로우젤_WEEKEND,5,3,1,3,3
짱짱맨훙,3CE_드롭글로우젤_WEEKEND,5,3,3,3,3
탕진핑,3CE_드롭글로우젤_WEEKEND,5,3,3,3,3
comejuliet,3CE_드롭글로우젤_WEEKEND,5,3,1,3,3
comejuliet,3CE_드롭글로우젤_WEEKEND,5,3,1,3,3
comejuliet,3CE_드롭글로우젤_WEEKEND,4,3,1,3,3
haon****,3CE_드롭글로우젤_WEEKEND,5,3,3,3,3
hhhw,3CE_드롭글로우젤_WEEKEND,5,3,3,3,3
hhhw,3CE_드롭글로우젤_WEEKEND,5,3,3,3,3
hhhw,3CE_드롭글로우젤_WEEKEND,3,3,1,3,3
jison****,3CE_드롭글로우젤_WEEKEND,4,2,1,3,3
k1234567,3CE_드롭글로우젤_WEEKEND,5,3,2,3,3
k1234567,3CE_드롭글로우젤_WEEKEND,5,3,2,3,3
k1234567,3CE_드롭글로우젤_WEEKEND,5,3,2,3,3
k1234567,3CE_드롭글로우젤_WEEKEND,5,3,2,3,3
k1234567,3CE_드롭글로우젤_WEEKEND,5,3,2,3,3
key30****,3CE_드롭글로우젤_WEEKEND,5,2,2,2,2
key30****,3CE_드롭글로우젤_WEEKEND,5,2,2,2,2
key30****,3CE_드롭글로우젤_WEEKEND,5,2,2,2,2
oliver****,3CE_드롭글로우젤_WEEKEND,3,2,1,2,2
oliver****,3CE_드롭글로우젤_WEEKEND,3,2,1,2,2
tpfh****,3CE_드롭글로우젤_WEEKEND,4,2,1,2,3
Zxxxzxxzzx,3CE_드롭글로우젤_WEEKEND,5,3,3,3,3
0917h****,3CE_드롭글로우젤_WONDER,5,3,2,3,3
100yuj****,3CE_드롭글로우젤_WONDER,5,3,3,3,3
라듀,3CE_드롭글로우젤_WONDER,5,2,2,2,3
보라광공김물물,3CE_드롭글로우젤_WONDER,4,3,2,3,3
보라광공김물물,3CE_드롭글로우젤_WONDER,4,2,2,2,2
빼렐레,3CE_드롭글로우젤_WONDER,4,2,2,2,2
빼렐레,3CE_드롭글로우젤_WONDER,4,2,2,2,2
설하seolha,3CE_드롭글로우젤_WONDER,5,3,3,3,3
설하seolha,3CE_드롭글로우젤_WONDER,5,3,3,3,3
우딘스,3CE_드롭글로우젤_WONDER,5,3,3,3,3
이이예슬,3CE_드롭글로우젤_WONDER,5,3,2,3,3
쩡밍쩡,3CE_드롭글로우젤_WONDER,5,3,2,3,2
찬스스,3CE_드롭글로우젤_WONDER,4,3,2,2,2
치ㅡ,3CE_드롭글로우젤_WONDER,5,3,2,3,3
캬쿄,3CE_드롭글로우젤_WONDER,5,3,2,3,3
쿠로미연,3CE_드롭글로우젤_WONDER,5,3,2,3,3
픞프,3CE_드롭글로우젤_WONDER,5,2,2,3,2
하뎅,3CE_드롭글로우젤_WONDER,5,3,3,3,3
혀기,3CE_드롭글로우젤_WONDER,5,3,3,3,3
bra****,3CE_드롭글로우젤_WONDER,5,3,2,3,2
ca****,3CE_드롭글로우젤_WONDER,5,3,3,3,3
djwjndkje,3CE_드롭글로우젤_WONDER,5,2,2,2,2
djwjndkje,3CE_드롭글로우젤_WONDER,5,2,2,2,2
gyuri****,3CE_드롭글로우젤_WONDER,5,3,3,3,3
kmjkhr****,3CE_드롭글로우젤_WONDER,4,2,1,3,3
OoOo0,3CE_드롭글로우젤_WONDER,5,2,2,2,2
rom****,3CE_드롭글로우젤_WONDER,4,1,1,2,2
thsa****,3CE_드롭글로우젤_WONDER,5,2,2,2,2
whqhal,3CE_드롭글로우젤_WONDER,1,1,1,2,3
whqhal,3CE_드롭글로우젤_WONDER,1,1,2,2,3
xex****,3CE_드롭글로우젤_WONDER,5,2,1,2,3
xex****,3CE_드롭글로우젤_WONDER,5,2,1,2,3
13ji****,3CE_드롭글로우젤_YOUTH,3,2,2,2,3
동동동대문,3CE_드롭글로우젤_YOUTH,4,2,1,2,3
동동동대문,3CE_드롭글로우젤_YOUTH,4,2,1,2,3
동동동대문,3CE_드롭글로우젤_YOUTH,4,2,1,2,3
동동동대문,3CE_드롭글로우젤_YOUTH,4,2,1,2,3
동동동대문,3CE_드롭글로우젤_YOUTH,4,2,1,2,3
됴치,3CE_드롭글로우젤_YOUTH,5,3,1,3,2
뷰티쏘잉,3CE_드롭글로우젤_YOUTH,5,3,2,3,3
올영중독된귤귤이,3CE_드롭글로우젤_YOUTH,5,3,3,3,3
우엉뽀끔,3CE_드롭글로우젤_YOUTH,5,3,1,3,3
우엉뽀끔,3CE_드롭글로우젤_YOUTH,5,3,1,3,3
쩌엄,3CE_드롭글로우젤_YOUTH,5,3,2,2,3
쩌엄,3CE_드롭글로우젤_YOUTH,5,3,3,3,3
chaeeuniss,3CE_드롭글로우젤_YOUTH,5,3,3,3,3
dalki****,3CE_드롭글로우젤_YOUTH,5,3,3,3,3
dalki****,3CE_드롭글로우젤_YOUTH,5,3,3,3,3
ehe****,3CE_드롭글로우젤_YOUTH,5,3,3,3,3
hks,3CE_드롭글로우젤_YOUTH,5,2,2,3,2
jge****,3CE_드롭글로우젤_YOUTH,3,2,1,1,3
key30****,3CE_드롭글로우젤_YOUTH,5,2,2,2,2
lje****,3CE_드롭글로우젤_YOUTH,5,3,3,3,3
mmnmbn,3CE_드롭글로우젤_YOUTH,2,2,1,1,2
mmnmbn,3CE_드롭글로우젤_YOUTH,2,2,1,1,2
roth****,3CE_드롭글로우젤_YOUTH,5,3,1,3,2
skok****,3CE_드롭글로우젤_YOUTH,5,3,3,3,3
00나를보면행운가득00,3CE_벨벳립틴트_BestEVER,5,3,3,3,3
김쥬스,3CE_벨벳립틴트_BestEVER,5,3,3,3,2
명후니쓰,3CE_벨벳립틴트_BestEVER,5,3,3,3,3
몰랑이e,3CE_벨벳립틴트_BestEVER,5,2,3,3,3
봄빛햇살,3CE_벨벳립틴트_BestEVER,5,3,3,3,2
봄빛햇살,3CE_벨벳립틴트_BestEVER,5,3,3,3,1
소로링,3CE_벨벳립틴트_BestEVER,4,2,3,2,2
써닝a,3CE_벨벳립틴트_BestEVER,5,3,3,3,2
얘뿌우,3CE_벨벳립틴트_BestEVER,5,3,3,3,3
체리영,3CE_벨벳립틴트_BestEVER,5,3,2,3,3
호빵뇽98,3CE_벨벳립틴트_BestEVER,5,3,2,3,3
gustnrdl****,3CE_벨벳립틴트_BestEVER,5,3,3,3,3
gustnrdl****,3CE_벨벳립틴트_BestEVER,5,3,3,3,3
meay****,3CE_벨벳립틴트_BestEVER,5,2,2,2,2
sieunl****,3CE_벨벳립틴트_BestEVER,5,3,3,3,3
tlswnsd****,3CE_벨벳립틴트_BestEVER,5,3,3,3,3
wjd****,3CE_벨벳립틴트_BestEVER,5,3,2,3,2
디봉,3CE_벨벳립틴트_BITTERHOUR,5,3,3,3,1
또잉0o0,3CE_벨벳립틴트_BITTERHOUR,5,3,2,3,2
레몬나르고,3CE_벨벳립틴트_BITTERHOUR,5,3,3,3,1
청량한청량,3CE_벨벳립틴트_BITTERHOUR,4,3,2,3,2
감자세자,3CE_벨벳립틴트_CASHMERENUDE,4,3,2,3,1
구뚜,3CE_벨벳립틴트_CASHMERENUDE,3,3,2,3,1
너왜문을황현희,3CE_벨벳립틴트_CASHMERENUDE,5,2,2,2,2
너왜문을황현희,3CE_벨벳립틴트_CASHMERENUDE,5,3,3,3,2
바부지,3CE_벨벳립틴트_CASHMERENUDE,5,2,2,2,2
뿌린,3CE_벨벳립틴트_CASHMERENUDE,5,3,1,3,1
새콤한딸기,3CE_벨벳립틴트_CASHMERENUDE,4,3,3,2,1
새콤한딸기,3CE_벨벳립틴트_CASHMERENUDE,4,3,2,3,2
슈크림도넛,3CE_벨벳립틴트_CASHMERENUDE,5,3,3,3,3
올라브,3CE_벨벳립틴트_CASHMERENUDE,5,3,2,2,1
올라브,3CE_벨벳립틴트_CASHMERENUDE,5,2,2,2,1
유움,3CE_벨벳립틴트_CASHMERENUDE,5,3,3,3,2
제이79,3CE_벨벳립틴트_CASHMERENUDE,3,3,2,3,3
anghl1****,3CE_벨벳립틴트_CASHMERENUDE,5,3,2,3,1
Linusan,3CE_벨벳립틴트_CASHMERENUDE,5,3,3,3,3
Linusan,3CE_벨벳립틴트_CASHMERENUDE,5,3,3,3,3
sh****,3CE_벨벳립틴트_CASHMERENUDE,5,3,3,3,2
sol솔,3CE_벨벳립틴트_CASHMERENUDE,5,3,2,3,1
sol솔,3CE_벨벳립틴트_CASHMERENUDE,5,3,2,3,1
냥냥펀치눈꽃마녀,3CE_벨벳립틴트_CHEEKYROSE,5,3,2,3,2
다람쥐우,3CE_벨벳립틴트_CHEEKYROSE,5,3,2,3,2
수아럽,3CE_벨벳립틴트_CHEEKYROSE,5,3,3,3,3
슈팅린다,3CE_벨벳립틴트_CHEEKYROSE,5,3,3,3,3
주우꼬,3CE_벨벳립틴트_CHEEKYROSE,5,3,2,3,2
jj짤랑,3CE_벨벳립틴트_CHEEKYROSE,4,3,1,3,2
김폭,3CE_벨벳립틴트_CHILDLIKE,5,3,2,3,2
김폭,3CE_벨벳립틴트_CHILDLIKE,5,3,3,3,2
리리미,3CE_벨벳립틴트_CHILDLIKE,5,3,3,3,1
