user,name_product,total_score,pigmentation,longevity,application,hydration
에클레어,데이지크_푸르티립잼_무화과잼,5,3,2,3,3
올영에쓴돈전세집값,데이지크_푸르티립잼_복숭아잼,2,1,1,3,3
쏘담다디담다,데이지크_푸르티립잼_애플잼,5,3,1,2,3
k202407185****,데이지크_푸르티립잼_애플잼,5,3,2,3,3
경훈09,데이지크_푸르티립잼_쥬쥬브잼,5,3,2,3,3
yoonhyew****,데이지크_푸르티립잼_쥬쥬브잼,5,3,1,3,3
환웅맘,데이지크_푸르티립잼_크랜베리잼,5,1,1,1,1
haon,데이지크_푸르티립잼_크랜베리잼,5,3,2,3,3
yoonhyew****,데이지크_푸르티립잼_크랜베리잼,5,3,1,3,3
보라빛보람,데이지크_프루티립잼_감귤잼,5,3,3,3,3
먕쓰,데이지크_프루티립잼_감귤잼,5,3,3,3,3
보라빛보람,데이지크_프루티립잼_감귤잼,5,3,3,3,3
뚠빵올챙히,데이지크_프루티립잼_감귤잼,4,2,2,3,3
짱짱한쿵잔치,데이지크_프루티립잼_감귤잼,3,1,2,3,3
제리희,데이지크_프루티립잼_감귤잼,5,3,2,3,3
미네미유마네,데이지크_프루티립잼_감귤잼,5,3,3,3,3
먕쓰,데이지크_프루티립잼_감귤잼,5,3,2,3,3
한비비hanbibi,데이지크_프루티립잼_감귤잼,4,3,2,2,2
kty08****,데이지크_프루티립잼_감귤잼,5,3,3,2,3
웬디뷰티,데이지크_프루티립잼_감귤잼,4,2,1,2,3
올영출첵러,데이지크_프루티립잼_감귤잼,4,3,2,3,3
웬디뷰티,데이지크_프루티립잼_감귤잼,5,3,3,2,3
릴리56,데이지크_프루티립잼_감귤잼,5,3,3,3,3
쩌우리링,데이지크_프루티립잼_감귤잼,5,1,2,3,3
몽땅져니,데이지크_프루티립잼_감귤잼,5,3,2,3,3
yeeon2,데이지크_프루티립잼_감귤잼,4,2,1,3,3
yeeon2,데이지크_프루티립잼_감귤잼,4,3,3,3,3
할말이많습니다,데이지크_프루티립잼_감귤잼,5,3,3,3,3
미도동,데이지크_프루티립잼_감귤잼,5,3,2,3,3
이탱채,데이지크_프루티립잼_감귤잼,3,3,2,3,2
062741,데이지크_프루티립잼_감귤잼,5,2,2,2,2
dmsdl1403,데이지크_프루티립잼_감귤잼,5,2,2,2,2
ㄱㅁㄱㅇㄴ,데이지크_프루티립잼_감귤잼,5,3,2,3,3
ㄱㅁㄱㅇㄴ,데이지크_프루티립잼_감귤잼,5,2,2,3,3
샐미,데이지크_프루티립잼_감귤잼,5,2,2,2,2
먀앟,데이지크_프루티립잼_감귤잼,5,3,3,3,3
샐미,데이지크_프루티립잼_감귤잼,5,2,2,2,2
먀앟,데이지크_프루티립잼_감귤잼,5,3,3,3,3
yyyywhy,데이지크_프루티립잼_감귤잼,4,2,1,2,3
chl****,데이지크_프루티립잼_딸기잼,5,3,2,3,3
lu****,데이지크_프루티립잼_딸기잼,3,2,2,2,2
keto****,데이지크_프루티립잼_딸기잼,5,3,3,3,3
chl****,데이지크_프루티립잼_딸기잼,5,3,3,3,3
jy98****,데이지크_프루티립잼_딸기잼,5,3,3,3,3
jy98****,데이지크_프루티립잼_딸기잼,5,3,3,3,3
미쥬,데이지크_프루티립잼_딸기잼,5,3,3,3,3
귤무원,데이지크_프루티립잼_딸기잼,5,3,3,3,3
미쥬,데이지크_프루티립잼_딸기잼,5,3,3,3,3
미쥬,데이지크_프루티립잼_딸기잼,5,3,3,3,3
chl****,데이지크_프루티립잼_딸기잼,5,3,2,3,3
lu****,데이지크_프루티립잼_딸기잼,3,2,2,2,2
keto****,데이지크_프루티립잼_딸기잼,5,3,3,3,3
chl****,데이지크_프루티립잼_딸기잼,5,3,3,3,3
jy98****,데이지크_프루티립잼_딸기잼,5,3,3,3,3
jy98****,데이지크_프루티립잼_딸기잼,5,3,3,3,3
미쥬,데이지크_프루티립잼_딸기잼,5,3,3,3,3
귤무원,데이지크_프루티립잼_딸기잼,5,3,3,3,3
미쥬,데이지크_프루티립잼_딸기잼,5,3,3,3,3
미쥬,데이지크_프루티립잼_딸기잼,5,3,3,3,3
keto****,데이지크_프루티립잼_딸기잼,5,2,2,2,2
냥냐냥구,데이지크_프루티립잼_딸기잼,5,2,2,2,2
빨간구두,데이지크_프루티립잼_딸기잼,5,2,1,3,3
빨간구두,데이지크_프루티립잼_딸기잼,5,2,1,3,3
미쥬,데이지크_프루티립잼_딸기잼,5,3,3,3,3
suji08,데이지크_프루티립잼_딸기잼,5,3,2,3,3
yoona****,데이지크_프루티립잼_딸기잼,4,2,2,3,3
rurururuu,데이지크_프루티립잼_딸기잼,5,2,1,3,3
rurururuu,데이지크_프루티립잼_딸기잼,5,3,1,3,3
lu****,데이지크_프루티립잼_딸기잼,4,3,3,3,3
늍휼즤냐,데이지크_프루티립잼_라즈베리잼,5,2,2,3,3
다다다다이이,데이지크_프루티립잼_라즈베리잼,5,3,3,3,3
채유느,데이지크_프루티립잼_라즈베리잼,5,3,3,3,3
다산정약용,데이지크_프루티립잼_라즈베리잼,5,3,3,3,3
냥뉴방,데이지크_프루티립잼_라즈베리잼,5,2,2,2,2
minmotd,데이지크_프루티립잼_라즈베리잼,5,3,2,3,3
JooJooland,데이지크_프루티립잼_라즈베리잼,5,3,2,3,2
봄의겨울이,데이지크_프루티립잼_라즈베리잼,4,2,1,3,3
오로로롱,데이지크_프루티립잼_라즈베리잼,3,3,2,3,2
겨울브라이트21호,데이지크_프루티립잼_라즈베리잼,5,3,2,3,3
선명한도라지,데이지크_프루티립잼_라즈베리잼,4,1,1,2,3
겨울브라이트21호,데이지크_프루티립잼_라즈베리잼,4,3,1,2,3
웬디뷰티,데이지크_프루티립잼_라즈베리잼,5,3,3,3,3
연중무휴,데이지크_프루티립잼_라즈베리잼,4,3,2,3,3
웬디뷰티,데이지크_프루티립잼_라즈베리잼,5,3,3,3,3
연중무휴,데이지크_프루티립잼_라즈베리잼,4,3,2,2,3
능이버섯이다,데이지크_프루티립잼_라즈베리잼,4,3,2,3,2
쓰는것만씀,데이지크_프루티립잼_라즈베리잼,5,3,2,2,3
다다다다이이,데이지크_프루티립잼_라즈베리잼,5,3,3,3,3
glossygoddess,데이지크_프루티립잼_라즈베리잼,5,3,2,2,2
묘니끄,데이지크_프루티립잼_리치잼,5,3,1,3,3
딱밥풀,데이지크_프루티립잼_리치잼,4,3,1,2,3
묘니끄,데이지크_프루티립잼_리치잼,5,3,2,3,2
딱밥풀,데이지크_프루티립잼_리치잼,4,3,1,2,3
연중무휴,데이지크_프루티립잼_리치잼,4,3,2,2,3
연중무휴,데이지크_프루티립잼_리치잼,4,3,2,3,3
혜도리,데이지크_프루티립잼_리치잼,4,3,2,3,3
능이버섯이다,데이지크_프루티립잼_리치잼,4,3,2,3,2
히히구구,데이지크_프루티립잼_리치잼,4,1,1,2,3
suyz,데이지크_프루티립잼_리치잼,4,2,1,3,3
qjgdb11,데이지크_프루티립잼_리치잼,5,3,1,3,3
12g****,데이지크_프루티립잼_리치잼,5,2,1,3,3
rosema****,데이지크_프루티립잼_리치잼,5,2,2,2,2
리라기,데이지크_프루티립잼_리치잼,5,3,3,3,3
탠27,데이지크_프루티립잼_리치잼,5,3,3,3,3
얌만두,데이지크_프루티립잼_리치잼,5,3,3,3,3
얌만두,데이지크_프루티립잼_리치잼,5,3,3,3,3
ddadda,데이지크_프루티립잼_리치잼,4,3,2,3,3
딱밥풀,데이지크_프루티립잼_리치잼,5,2,1,3,3
오롤롤,데이지크_프루티립잼_리치잼,5,3,3,3,3
분홍색동그라미,데이지크_프루티립잼_무화과잼,5,3,3,3,3
삠비삐,데이지크_프루티립잼_무화과잼,5,3,3,3,3
에클레어,데이지크_프루티립잼_무화과잼,5,2,1,3,3
우쥬유유유,데이지크_프루티립잼_무화과잼,5,3,1,3,3
에클레어,데이지크_프루티립잼_무화과잼,5,3,2,3,3
뜀틀,데이지크_프루티립잼_무화과잼,5,3,3,3,3
피부야제발,데이지크_프루티립잼_무화과잼,4,3,2,3,3
연중무휴,데이지크_프루티립잼_무화과잼,4,3,2,3,3
연중무휴,데이지크_프루티립잼_무화과잼,4,3,2,3,3
피부야제발,데이지크_프루티립잼_무화과잼,4,3,3,3,3
뜀틀,데이지크_프루티립잼_무화과잼,5,2,2,3,3
하누뉘,데이지크_프루티립잼_무화과잼,5,3,3,3,3
jjdudnh,데이지크_프루티립잼_무화과잼,3,2,2,3,3
jjdudnh,데이지크_프루티립잼_무화과잼,5,3,3,3,3
뽀삐삐님,데이지크_프루티립잼_무화과잼,5,3,2,3,3
혜또비,데이지크_프루티립잼_무화과잼,5,3,1,2,3
acqua,데이지크_프루티립잼_무화과잼,5,2,2,3,3
acqua,데이지크_프루티립잼_무화과잼,5,3,1,3,3
에드부,데이지크_프루티립잼_무화과잼,5,2,2,3,3
khe00691,데이지크_프루티립잼_무화과잼,5,3,1,3,3
뚠뺭이,데이지크_프루티립잼_복숭아잼,4,2,2,2,2
함뮤라비,데이지크_프루티립잼_복숭아잼,3,1,2,2,2
똥글똥글토마토,데이지크_프루티립잼_복숭아잼,5,2,2,2,2
기미주근깨쥬,데이지크_프루티립잼_복숭아잼,4,1,2,2,3
Linusan,데이지크_프루티립잼_복숭아잼,5,3,3,3,3
Linusan,데이지크_프루티립잼_복숭아잼,5,3,3,3,3
오롤롤,데이지크_프루티립잼_복숭아잼,5,3,3,3,3
밍잇,데이지크_프루티립잼_복숭아잼,4,2,2,2,2
밍잇,데이지크_프루티립잼_복숭아잼,4,2,2,3,3
올영매출상승원인,데이지크_프루티립잼_복숭아잼,5,3,1,2,3
연중무휴,데이지크_프루티립잼_복숭아잼,4,3,3,3,3
연중무휴,데이지크_프루티립잼_복숭아잼,4,3,2,3,3
chanja****,데이지크_프루티립잼_복숭아잼,4,2,2,2,3
지으잉,데이지크_프루티립잼_복숭아잼,5,3,2,3,3
뚠뺭이,데이지크_프루티립잼_복숭아잼,5,2,2,2,2
딥튜,데이지크_프루티립잼_복숭아잼,5,3,3,3,3
ddumany,데이지크_프루티립잼_복숭아잼,5,3,3,3,3
뽀삐삐님,데이지크_프루티립잼_복숭아잼,5,3,1,3,3
뽀삐삐님,데이지크_프루티립잼_복숭아잼,5,3,3,3,3
올영매출상승원인,데이지크_프루티립잼_복숭아잼,5,2,1,2,2
수연곤듀,데이지크_프루티립잼_애프리콧잼,5,2,2,2,2
수연곤듀,데이지크_프루티립잼_애프리콧잼,5,2,2,2,2
champ****,데이지크_프루티립잼_애프리콧잼,5,2,2,2,2
champ****,데이지크_프루티립잼_애프리콧잼,5,2,2,2,2
eil****,데이지크_프루티립잼_애프리콧잼,5,3,3,3,3
tsg****,데이지크_프루티립잼_애프리콧잼,4,3,2,3,3
eil****,데이지크_프루티립잼_애프리콧잼,5,3,3,3,3
myo****,데이지크_프루티립잼_애프리콧잼,3,2,2,2,3
se****,데이지크_프루티립잼_애프리콧잼,5,2,2,2,2
myo****,데이지크_프루티립잼_애프리콧잼,5,3,2,2,2
월화,데이지크_프루티립잼_애프리콧잼,5,3,1,3,3
월화,데이지크_프루티립잼_애프리콧잼,5,3,1,3,3
돌체누나,데이지크_프루티립잼_애프리콧잼,5,3,2,3,3
쩨리테리,데이지크_프루티립잼_애프리콧잼,4,1,2,3,3
쩨리테리,데이지크_프루티립잼_애프리콧잼,3,1,3,2,3
제리희,데이지크_프루티립잼_애프리콧잼,5,3,2,3,3
돌체누나,데이지크_프루티립잼_애프리콧잼,5,3,2,3,3
허빵냥,데이지크_프루티립잼_애프리콧잼,5,2,2,2,2
허빵냥,데이지크_프루티립잼_애프리콧잼,5,3,3,3,3
제리희,데이지크_프루티립잼_애프리콧잼,5,3,2,3,3
ju****,데이지크_프루티립잼_애플잼,5,3,1,3,2
biiiiiii****,데이지크_프루티립잼_애플잼,5,3,1,3,2
지언지온,데이지크_프루티립잼_애플잼,5,3,2,3,3
yena8888,데이지크_프루티립잼_애플잼,5,3,2,3,3
뽀꼬리,데이지크_프루티립잼_애플잼,5,3,2,3,3
짱큰낑깡,데이지크_프루티립잼_애플잼,5,3,2,2,3
할미립덕후,데이지크_프루티립잼_애플잼,4,3,2,2,3
연중무휴,데이지크_프루티립잼_애플잼,4,3,2,2,2
할미립덕후,데이지크_프루티립잼_애플잼,4,3,2,3,3
연중무휴,데이지크_프루티립잼_애플잼,4,3,2,3,3
혜도리,데이지크_프루티립잼_애플잼,4,3,3,3,3
해피윤,데이지크_프루티립잼_애플잼,5,3,3,3,3
aksr****,데이지크_프루티립잼_애플잼,5,3,2,3,3
혜도리,데이지크_프루티립잼_애플잼,3,1,2,2,2
지언지온,데이지크_프루티립잼_애플잼,5,3,1,3,3
Aaabccd,데이지크_프루티립잼_애플잼,5,3,1,3,3
Heejj,데이지크_프루티립잼_애플잼,2,1,1,1,2
도로로,데이지크_프루티립잼_애플잼,4,3,1,3,3
초이깅,데이지크_프루티립잼_애플잼,5,3,2,3,3
사랑해푸바오,데이지크_프루티립잼_애플잼,5,3,3,3,3
aywj****,데이지크_프루티립잼_자두잼,5,3,1,3,3
시나,데이지크_프루티립잼_자두잼,5,3,3,3,3
시나,데이지크_프루티립잼_자두잼,5,3,3,3,3
jzio****,데이지크_프루티립잼_자두잼,4,2,2,3,3
jzio****,데이지크_프루티립잼_자두잼,4,2,2,2,3
반지르르기닛결,데이지크_프루티립잼_자두잼,5,3,3,3,3
반지르르기닛결,데이지크_프루티립잼_자두잼,5,3,3,3,3
bangahee,데이지크_프루티립잼_자두잼,5,3,1,3,2
루이유,데이지크_프루티립잼_자두잼,5,3,2,3,3
bangahee,데이지크_프루티립잼_자두잼,5,3,2,2,2
루이유,데이지크_프루티립잼_자두잼,5,3,2,3,3
키키키키키키키키키,데이지크_프루티립잼_자두잼,5,3,3,3,3
aywj****,데이지크_프루티립잼_자두잼,5,3,2,3,3
abcde****,데이지크_프루티립잼_자두잼,5,3,3,3,3
abcde****,데이지크_프루티립잼_자두잼,5,3,3,3,2
1eofsh****,데이지크_프루티립잼_자두잼,4,3,1,1,2
1eofsh****,데이지크_프루티립잼_자두잼,4,2,1,2,2
팅탱팅,데이지크_프루티립잼_쥬쥬브잼,5,3,2,3,3
경훈09,데이지크_프루티립잼_쥬쥬브잼,5,3,2,3,3
Luumuuu,데이지크_프루티립잼_쥬쥬브잼,5,3,1,3,3
경훈09,데이지크_프루티립잼_쥬쥬브잼,5,3,2,3,3
리리578,데이지크_프루티립잼_쥬쥬브잼,5,3,3,3,3
감자도리찡,데이지크_프루티립잼_쥬쥬브잼,3,2,1,3,3
리리578,데이지크_프루티립잼_쥬쥬브잼,5,3,2,3,3
ddadda,데이지크_프루티립잼_쥬쥬브잼,5,2,2,3,3
정율리,데이지크_프루티립잼_쥬쥬브잼,3,1,2,3,3
오롤롤,데이지크_프루티립잼_쥬쥬브잼,5,3,3,3,3
코스마인,데이지크_프루티립잼_쥬쥬브잼,5,2,2,3,3
룰루랄라힝,데이지크_프루티립잼_쥬쥬브잼,5,2,1,3,3
하쿠센,데이지크_프루티립잼_쥬쥬브잼,5,3,2,3,3
선구매후생각,데이지크_프루티립잼_쥬쥬브잼,5,2,2,2,2
우사기이,데이지크_프루티립잼_쥬쥬브잼,5,3,2,3,3
이런거,데이지크_프루티립잼_쥬쥬브잼,5,3,3,3,3
이런거,데이지크_프루티립잼_쥬쥬브잼,5,3,3,3,3
사라이,데이지크_프루티립잼_쥬쥬브잼,5,3,3,3,3
뉴트럴MATE,데이지크_프루티립잼_쥬쥬브잼,5,3,1,3,3
mindorri,데이지크_프루티립잼_쥬쥬브잼,5,3,1,3,3
나는요리왕,데이지크_프루티립잼_체리잼,5,3,2,3,3
잇쁘,데이지크_프루티립잼_체리잼,3,2,2,2,3
연중무휴,데이지크_프루티립잼_체리잼,4,3,2,2,3
연중무휴,데이지크_프루티립잼_체리잼,4,3,2,2,3
김러브luv,데이지크_프루티립잼_체리잼,5,2,2,2,2
프리해라,데이지크_프루티립잼_체리잼,3,1,2,2,2
프리해라,데이지크_프루티립잼_체리잼,3,2,2,2,2
뽀삐삐님,데이지크_프루티립잼_체리잼,5,3,3,3,3
뽀삐삐님,데이지크_프루티립잼_체리잼,5,3,3,3,3
김러브luv,데이지크_프루티립잼_체리잼,5,2,2,2,2
caramelkim,데이지크_프루티립잼_체리잼,5,3,3,3,3
피부가젛은미야옹,데이지크_프루티립잼_체리잼,5,3,3,3,3
피부가젛은미야옹,데이지크_프루티립잼_체리잼,5,3,3,3,3
채니채니챈,데이지크_프루티립잼_체리잼,5,3,3,3,3
쿨톤색조집착광공,데이지크_프루티립잼_체리잼,5,3,3,3,3
별러버,데이지크_프루티립잼_체리잼,5,3,3,3,3
Hiaaa,데이지크_프루티립잼_체리잼,4,3,2,3,2
대빼미,데이지크_프루티립잼_체리잼,5,2,2,2,2
대빼미,데이지크_프루티립잼_체리잼,5,2,2,2,2
훈발롬,데이지크_프루티립잼_체리잼,5,3,1,3,3
Luumuuu,데이지크_프루티립잼_캐슈넛잼,5,3,1,3,3
wldud****,데이지크_프루티립잼_캐슈넛잼,5,2,2,2,2
k202308141****,데이지크_프루티립잼_캐슈넛잼,5,3,3,3,3
hs1****,데이지크_프루티립잼_캐슈넛잼,5,1,1,1,3
l6****,데이지크_프루티립잼_캐슈넛잼,5,3,3,3,3
리리578,데이지크_프루티립잼_캐슈넛잼,5,3,2,3,3
리리578,데이지크_프루티립잼_캐슈넛잼,5,3,3,3,3
maedamong,데이지크_프루티립잼_캐슈넛잼,5,3,1,3,3
피부야제발,데이지크_프루티립잼_캐슈넛잼,4,2,1,3,3
하쿠센,데이지크_프루티립잼_캐슈넛잼,5,3,2,3,3
감자도리찡,데이지크_프루티립잼_캐슈넛잼,3,1,1,3,3
yurim****,데이지크_프루티립잼_캐슈넛잼,5,2,2,3,3
큐쿄,데이지크_프루티립잼_캐슈넛잼,5,1,1,3,3
떵영이닷,데이지크_프루티립잼_캐슈넛잼,5,3,3,3,3
뷰티쏘잉,데이지크_프루티립잼_캐슈넛잼,5,3,2,3,3
he****,데이지크_프루티립잼_캐슈넛잼,5,2,2,3,3
콩떡맘,데이지크_프루티립잼_캐슈넛잼,5,3,2,3,3
콩떡맘,데이지크_프루티립잼_캐슈넛잼,5,2,2,3,3
믽쥬,데이지크_프루티립잼_캐슈넛잼,5,2,2,2,2
뭐살거없나,데이지크_프루티립잼_캐슈넛잼,3,2,2,3,3
Epiphyllum,데이지크_프루티립잼_크랜베리잼,3,1,1,1,3
정율리,데이지크_프루티립잼_크랜베리잼,4,2,1,3,2
Epiphyllum,데이지크_프루티립잼_크랜베리잼,3,1,1,1,3
고마지야,데이지크_프루티립잼_크랜베리잼,5,3,2,3,3
윱디,데이지크_프루티립잼_크랜베리잼,3,2,1,3,2
져뉘,데이지크_프루티립잼_크랜베리잼,5,3,2,3,3
감자도리찡,데이지크_프루티립잼_크랜베리잼,3,3,1,3,3
피부야제발,데이지크_프루티립잼_크랜베리잼,5,3,1,3,3
룰루랄라힝,데이지크_프루티립잼_크랜베리잼,5,2,1,3,3
Pinktape,데이지크_프루티립잼_크랜베리잼,5,2,1,3,3
O드득,데이지크_프루티립잼_크랜베리잼,5,3,2,3,3
환웅맘,데이지크_프루티립잼_크랜베리잼,5,2,2,2,2
호로로로로록,데이지크_프루티립잼_크랜베리잼,5,3,1,3,3
Luumuuu,데이지크_프루티립잼_크랜베리잼,5,3,1,3,3
미소나낭,데이지크_프루티립잼_크랜베리잼,5,3,3,3,3
Iillim,데이지크_프루티립잼_크랜베리잼,4,1,2,2,3
comejuliet,데이지크_프루티립잼_크랜베리잼,3,2,1,2,3
comejuliet,데이지크_프루티립잼_크랜베리잼,3,2,1,2,3
올리뷰,데이지크_프루티립잼_크랜베리잼,5,3,1,3,3
귀차니즘심한Isfp,데이지크_프루티립잼_크랜베리잼,4,1,1,3,3
아아펭,딘토_블러글로이립틴트_그라티아,5,3,2,3,2
얍야브,딘토_블러글로이립틴트_그라티아,5,3,3,3,3
한뉴정,딘토_블러글로이립틴트_그라티아,5,3,3,3,3
화장품에월급다바침,딘토_블러글로이립틴트_그라티아,3,1,1,2,2
gpwls11,딘토_블러글로이립틴트_그라티아,5,3,3,2,2
gpwls11,딘토_블러글로이립틴트_그라티아,5,3,3,2,2
강아지가세상을구한다,딘토_블러글로이립틴트_노빌리타스,5,3,2,3,3
강아지가세상을구한다,딘토_블러글로이립틴트_노빌리타스,5,3,2,3,3
woodiee,딘토_블러글로이립틴트_노빌리타스,5,3,2,3,3
김뚱콩,딘토_블러글로이립틴트_데보티오,5,3,3,3,3
가을딥호소인,딘토_블러글로이립틴트_데코럼,3,3,1,2,3
가을딥호소인,딘토_블러글로이립틴트_데코럼,4,3,1,2,3
푸푸르르푸,딘토_블러글로이립틴트_데코럼,5,3,3,3,3
리태콩,딘토_블러글로이립틴트_디그니타스,3,1,2,2,2
묭묭밍,딘토_블러글로이립틴트_디그니타스,5,3,3,3,3
슈크림버범벅,딘토_블러글로이립틴트_디그니타스,4,2,2,3,3
슈크림버범벅,딘토_블러글로이립틴트_디그니타스,4,2,2,3,3
ARIyoung,딘토_블러글로이립틴트_디그니타스,5,3,3,3,3
FeelN,딘토_블러글로이립틴트_디그니타스,4,2,2,2,2
FeelN,딘토_블러글로이립틴트_디그니타스,5,3,2,3,2
gksb2,딘토_블러글로이립틴트_디그니타스,4,3,2,3,2
랜더스위하는사람,딘토_블러글로이립틴트_디비니타스,5,3,1,3,3
립순이,딘토_블러글로이립틴트_디비니타스,4,2,3,2,3
물금읍솜주먹,딘토_블러글로이립틴트_디비니타스,5,2,3,3,3
보노쩡이,딘토_블러글로이립틴트_디비니타스,5,3,3,3,3
이다은이다,딘토_블러글로이립틴트_디비니타스,5,3,2,3,3
키티공주수아,딘토_블러글로이립틴트_디비니타스,5,2,2,2,3
혜빗,딘토_블러글로이립틴트_디비니타스,5,3,3,3,3
ljy9197,딘토_블러글로이립틴트_디비니타스,3,1,3,2,2
설히,딘토_블러글로이립틴트_레베렌티아,3,2,1,2,2
세블리,딘토_블러글로이립틴트_레베렌티아,5,3,3,3,3
유U,딘토_블러글로이립틴트_레베렌티아,5,3,2,3,3
좋아요꾹꾹,딘토_블러글로이립틴트_레베렌티아,5,3,3,3,3
촉촉한초코코,딘토_블러글로이립틴트_레베렌티아,4,2,2,3,2
Agagaga,딘토_블러글로이립틴트_레베렌티아,5,3,3,3,2
Agagaga,딘토_블러글로이립틴트_레베렌티아,5,3,3,3,2
ETchardduk,딘토_블러글로이립틴트_레베렌티아,5,3,2,2,3
ljy9197,딘토_블러글로이립틴트_레베렌티아,3,1,3,2,2
Yeahss,딘토_블러글로이립틴트_레베렌티아,5,3,2,2,3
Yeahss,딘토_블러글로이립틴트_레베렌티아,5,3,2,2,2
우리집앞에올리브영,딘토_블러글로이립틴트_리베르타스,3,2,2,2,2
피부를초크초크하게,딘토_블러글로이립틴트_리베르타스,5,2,2,2,2
Heeeen,딘토_블러글로이립틴트_리베르타스,4,3,3,3,3
가을딥호소인,딘토_블러글로이립틴트_메멘토모리,3,2,1,2,3
가을딥호소인,딘토_블러글로이립틴트_메멘토모리,3,1,1,2,3
늦잠자서지각,딘토_블러글로이립틴트_메멘토모리,5,3,3,3,3
멀보슈,딘토_블러글로이립틴트_메멘토모리,4,2,2,2,2
멍멍이는왈왈이,딘토_블러글로이립틴트_메멘토모리,5,3,3,3,3
쥬히노트,딘토_블러글로이립틴트_메멘토모리,5,3,2,3,3
comejuliet,딘토_블러글로이립틴트_메멘토모리,5,3,3,3,3
슈크림버범벅,딘토_블러글로이립틴트_모데스티아,4,2,3,3,3
슈크림버범벅,딘토_블러글로이립틴트_모데스티아,4,2,3,3,3
Yeahss,딘토_블러글로이립틴트_모데스티아,5,2,2,2,2
Yeahss,딘토_블러글로이립틴트_모데스티아,5,3,2,3,2
김설렘,딘토_블러글로이립틴트_무니아,5,3,3,3,3
듀큰듀큰,딘토_블러글로이립틴트_무니아,5,3,2,2,3
쥴뮤,딘토_블러글로이립틴트_무니아,4,3,3,3,3
쥴뮤,딘토_블러글로이립틴트_무니아,5,3,3,3,3
LlLlLloo,딘토_블러글로이립틴트_무니아,4,3,2,3,3
pororiporori,딘토_블러글로이립틴트_무니아,5,3,2,3,3
roul,딘토_블러글로이립틴트_무니아,5,3,3,3,2
금붕,딘토_블러글로이립틴트_베누스,5,3,2,3,2
류아랑,딘토_블러글로이립틴트_베누스,5,3,2,3,3
본예이,딘토_블러글로이립틴트_베누스,5,3,3,3,3
Agagaga,딘토_블러글로이립틴트_베누스,5,3,3,3,2
겨울브라이트21호,딘토_블러글로이립틴트_베니아,5,3,3,3,3
물금읍솜주먹,딘토_블러글로이립틴트_베니아,5,3,2,3,3
호불호확실한살암,딘토_블러글로이립틴트_베니아,5,3,3,3,3
랄라킴,딘토_블러글로이립틴트_보눔,5,3,2,3,3
용맹한다람쥐,딘토_블러글로이립틴트_보눔,5,3,1,3,2
텅텅빈텅장,딘토_블러글로이립틴트_보눔,4,3,3,2,2
통장에서텅장,딘토_블러글로이립틴트_보눔,5,3,2,3,2
뵤르,딘토_블러글로이립틴트_수이파마,5,3,3,3,3
어쩔던킨도넛조조할인,딘토_블러글로이립틴트_수이파마,5,3,3,3,2
연연콩,딘토_블러글로이립틴트_수이파마,5,3,2,3,3
쥬히노트,딘토_블러글로이립틴트_수이파마,5,3,3,3,3
푸린스,딘토_블러글로이립틴트_수이파마,5,3,2,3,3
flora1005,딘토_블러글로이립틴트_수이파마,5,3,3,3,3
sol솔,딘토_블러글로이립틴트_수이파마,4,3,1,3,3
귀차니즘심한Isfp,딘토_블러글로이립틴트_스페스,4,3,3,3,3
김미나리,딘토_블러글로이립틴트_아모르파티,5,3,3,3,3
은빛노을,딘토_블러글로이립틴트_아모르파티,4,2,2,2,2
정신나간돌맹이,딘토_블러글로이립틴트_아모르파티,4,2,3,3,2
쥬히노트,딘토_블러글로이립틴트_아모르파티,5,3,3,3,3
즈네,딘토_블러글로이립틴트_아모르파티,3,2,2,2,2
쿠림쿠림아쿠림,딘토_블러글로이립틴트_아모르파티,4,2,1,2,2
SJS06,딘토_블러글로이립틴트_아모르파티,4,2,2,2,2
곰탕,딘토_블러글로이립틴트_아베마리아,5,3,2,3,3
곽두팔ㅋ,딘토_블러글로이립틴트_아베마리아,4,2,2,2,2
말랑콩떡빙수,딘토_블러글로이립틴트_아베마리아,4,2,1,1,2
뭉노,딘토_블러글로이립틴트_아베마리아,4,1,2,3,2
비빔뱝,딘토_블러글로이립틴트_아베마리아,5,3,2,3,3
쏭쏭,딘토_블러글로이립틴트_아베마리아,5,2,2,3,3
안경너굴,딘토_블러글로이립틴트_아베마리아,4,3,2,3,2
양옹잉,딘토_블러글로이립틴트_아베마리아,5,3,2,3,3
유로즈,딘토_블러글로이립틴트_아베마리아,4,2,2,2,3
으아앙아아아아악,딘토_블러글로이립틴트_아베마리아,5,3,1,3,3
찍지말라옹,딘토_블러글로이립틴트_아베마리아,4,2,2,2,2
촉촉광광,딘토_블러글로이립틴트_아베마리아,5,2,2,3,3
칙쵹쵹쵹쵹,딘토_블러글로이립틴트_아베마리아,5,3,2,3,3
탕진탕진탕진,딘토_블러글로이립틴트_아베마리아,5,2,2,2,2
호불호확실한살암,딘토_블러글로이립틴트_아베마리아,5,3,3,3,3
Aciel,딘토_블러글로이립틴트_아베마리아,5,3,3,3,3
bobo0x0,딘토_블러글로이립틴트_아베마리아,1,3,3,3,3
ksy09****,딘토_블러글로이립틴트_아베마리아,5,2,2,2,2
loma,딘토_블러글로이립틴트_아베마리아,5,3,2,3,2
tndls100400,딘토_블러글로이립틴트_아베마리아,5,3,2,3,3
tpfla9s,딘토_블러글로이립틴트_아베마리아,5,2,2,2,3
