name_product,hydration
키보_도톰립플러스립플럼퍼_원터오브미,3
키보_도톰립플러스립플럼퍼_윈터베리,2.75
키보_도톰립플러스립플럼퍼_윈터오브미,3
키보_도톰립플러스립플럼퍼_체리에이드,3
키보_도톰립플러스립플럼퍼_핑크크러쉬,2
키스미_아이라이트블러리픽싱틴트_로지데저트,2
키스미_아이라이트블러리픽싱틴트_릿치레드,2.333333333
키스미_아이라이트블러리픽싱틴트_모비쉬다프네,1.8
키스미_아이라이트블러리픽싱틴트_스모키로즈,1.764705882
키스미_아이라이트블러리픽싱틴트_콜드루비,1.888888889
키스미_아이라이트블러리픽싱틴트_퍼시몬코랄,1.642857143
투쿨포스쿨_끌레어틴트_글림레드,3
투쿨포스쿨_끌레어틴트_러디피치,2.75
투쿨포스쿨_끌레어틴트_로지뷰,3
투쿨포스쿨_끌레어틴트_로지스웨이,2.571428571
투쿨포스쿨_끌레어틴트_리치라이즈,2.75
투쿨포스쿨_끌레어틴트_문더스트,2.625
투쿨포스쿨_끌레어틴트_미러베리,2.466666667
투쿨포스쿨_끌레어틴트_포그선셋,2.714285714
투쿨포스쿨_플레르틴트_드리즐,2.6875
투쿨포스쿨_플레르틴트_티어풀,2.789473684
투쿨포스쿨_플레르틴트_플랍,2.631578947
투쿨포스쿨_플레르틴트_플래쉬,2.5
투쿨포스쿨_플레르틴트_휘슬링,2.75
투쿨포스쿨_픽싱블러립_모노로즈,2
투쿨포스쿨_픽싱블러립_버닝베이지,1.4
투쿨포스쿨_픽싱블러립_칠링로즈,2.214285714
투쿨포스쿨_픽싱블러립_페탈핑크,1.5
투쿨포스쿨_픽싱블러립_포지코랄,1.916666667
투쿨포스쿨_픽싱블러립_프루아레드,1.428571429
투쿨포스쿨_픽싱블러립_피치릿,2.133333333
페리페라_잉크더벨벳_ 누디플로우,3
페리페라_잉크더벨벳_ 하트백만개,2
페리페라_잉크더벨벳_ 햇살주의보,1.5
페리페라_잉크더벨벳_누디라떼,1
페리페라_잉크더벨벳_누디풀데이,2
페리페라_잉크더벨벳_누디플로우,2
페리페라_잉크더벨벳_봄상특파원,1
페리페라_잉크더벨벳_페립포터,3
페리페라_잉크더벨벳_품절대란,1.6
페리페라_잉크더벨벳_하트백만개,1.666666667
페리페라_잉크더벨벳_햇살주의보,2
페리페라_잉크더에어리벨벳_내안에피치,2
페리페라_잉크더에어리벨벳_너지금무화과,1.833333333
페리페라_잉크더에어리벨벳_넘흐로즈넹,2.333333333
페리페라_잉크더에어리벨벳_딱복피치,1
페리페라_잉크더에어리벨벳_땡큐베리마치,2
페리페라_잉크더에어리벨벳_로즈림픽,2.25
페리페라_잉크더에어리벨벳_로즈맛꿀마,2.666666667
페리페라_잉크더에어리벨벳_로즈추구미,2.166666667
페리페라_잉크더에어리벨벳_물복피치,2
페리페라_잉크더에어리벨벳_미모열일,2.333333333
페리페라_잉크더에어리벨벳_심장폭격,2.166666667
페리페라_잉크더에어리벨벳_이거다살구,2
페리페라_잉크더에어리벨벳_정신체리,2.3125
페리페라_잉크더에어리벨벳_제당로즈만,2.4
페리페라_잉크더에어리벨벳_최애쁨템,2.166666667
페리페라_잉크더에어리벨벳_피치나는솔로,3
페리페라_잉크더에어리벨벳_확신의피치상,2
퓌_3D볼류밍글로스_바닐라30,2.875
퓌_3D볼류밍글로스_바닐라70,2.909090909
퓌_3D볼류밍글로스_소르베30,2.666666667
퓌_3D볼류밍글로스_소르베70,3
퓌_3D볼류밍글로스_스카치30,3
퓌_3D볼류밍글로스_스카치70,3
퓌_3D볼류밍글로스_앵두30,2.571428571
퓌_3D볼류밍글로스_앵두70,3
퓌_3D볼류밍글로스_캔디30,2.75
퓌_3D볼류밍글로스_캔디70,3
퓌_3D볼류밍글로스_커런트30,2.857142857
퓌_3D볼류밍글로스_커런트70,3
피브_컬러드롭립틴트_노메이크업,2.9375
피브_컬러드롭립틴트_로지코지,2.666666667
피브_컬러드롭립틴트_마이베스티스,3
피브_컬러드롭립틴트_미닝아웃,2.8
피브_컬러드롭립틴트_밀키피치,3
피브_컬러드롭립틴트_애프터스쿼트,2.75
피브_컬러드롭립틴트_위티플럼,2.75
피브_컬러드롭립틴트_칠링칠리,2.833333333
피브_컬러드롭립틴트_피터패트,2.736842105
피브_컬러드롭립틴트_허밍모브,3
