name_product,longevity
딘토_블러글로이립틴트_피아트룩스,2.25
라카_프루티글램틴트_듀이,2.642857142857143
라카_프루티글램틴트_어도어,2.5714285714285716
라카_프루티글램틴트_엔비,2.2
라카_프루티글램틴트_조이풀,2.4545454545454546
라카_프루티글램틴트_체리,2.6666666666666665
라카_프루티글램틴트_카페인로즈,2.142857142857143
라카_프루티글램틴트_캔디드,1.7777777777777777
라카_프루티글램틴트_콜드,2.5714285714285716
레미유_코튼플러피틴트_더스티모브,3.0
레미유_코튼플러피틴트_번트브라운,2.0
레미유_코튼플러피틴트_빈티지로즈,1.7777777777777777
레미유_코튼플러피틴트_페이디드레드,2.5555555555555554
롬앤_블러퍼지틴트_로지엔탈,2.4
롬앤_블러퍼지틴트_머스키,3.0
롬앤_블러퍼지틴트_모비쉬,2.6
롬앤_블러퍼지틴트_배드베리,2.4705882352941178
롬앤_블러퍼지틴트_베리피즈,3.0
롬앤_블러퍼지틴트_언로즈,1.8333333333333333
롬앤_블러퍼지틴트_웜밍업,2.5
롬앤_블러퍼지틴트_쿨로즈업,2.5
롬앤_블러퍼지틴트_쿨링업,2.5
롬앤_블러퍼지틴트_포멜로코,3.0
롬앤_블러퍼지틴트_피치다운,2.3333333333333335
롬앤_쥬시래스팅틴트_그레이프밤,2.4
롬앤_쥬시래스팅틴트_누카다미아,2.0
롬앤_쥬시래스팅틴트_다크코코넛,2.0
롬앤_쥬시래스팅틴트_도토리밤,2.6666666666666665
롬앤_쥬시래스팅틴트_드래곤핑크,2.0
롬앤_쥬시래스팅틴트_멀드피치,2.6666666666666665
롬앤_쥬시래스팅틴트_멜로우페어,2.6666666666666665
롬앤_쥬시래스팅틴트_베어그레이프,2.5
롬앤_쥬시래스팅틴트_베어애프리콧,2.3333333333333335
롬앤_쥬시래스팅틴트_베어에프리콧,2.0
롬앤_쥬시래스팅틴트_베어쥬시오,2.3333333333333335
롬앤_쥬시래스팅틴트_베어피그,2.5
롬앤_쥬시래스팅틴트_브리즈피그,2.6666666666666665
롬앤_쥬시래스팅틴트_썸머센트,3.0
롬앤_쥬시래스팅틴트_오드그레이프,2.25
롬앤_쥬시래스팅틴트_쥬쥬브,3.0
롬앤_쥬시래스팅틴트_쥬쥬피그,2.4285714285714284
롬앤_쥬시래스팅틴트_체리밤,2.8
롬앤_쥬시래스팅틴트_코니소다,3.0
롬앤_쥬시래스팅틴트_파파야잼,2.6
롬앤_쥬시래스팅틴트_포멜로스킨,2.0
롬앤_쥬시래스팅틴트_플럼콕,2.5
롬앤_쥬시래스팅틴트_피그피그,2.6666666666666665
롬앤_쥬시래스팅틴트_피치미,2.0
롬앤_쥬시래스팅틴트_피치피치미,2.5
롬앤_쥬시래스팅틴트_핑크펌킨,2.0
릴리바이레드_무드라이어벨벳틴트_가식없는리치인척,2.5
릴리바이레드_무드라이어벨벳틴트_그윽한홍시인척,1.75
릴리바이레드_무드라이어벨벳틴트_무덤덤한무화과인척,2.125
릴리바이레드_무드라이어벨벳틴트_순수한사과인척,2.7058823529411766
릴리바이레드_무드라이어벨벳틴트_시니컬한블루베리인척,2.6
릴리바이레드_무드라이어벨벳틴트_우아한산딸기인척,2.5384615384615383
릴리바이레드_무드라이어벨벳틴트_자비없는포도인척,2.25
릴리바이레드_무드라이어벨벳틴트_철없는체리인척,2.6666666666666665
릴리바이레드_무드라이어벨벳틴트_청초한살구인척,2.0
릴리바이레드_무드라이어벨벳틴트_치명적인석류인척,2.5625
메리몽드_밀크하트틴트립앤치크_모브밀크,2.769230769230769
메리몽드_밀크하트틴트립앤치크_뮤트밀크,2.5
메리몽드_밀크하트틴트립앤치크_스트로베리밀크,2.1666666666666665
메리몽드_밀크하트틴트립앤치크_캔디밀크,1.8888888888888888
메리몽드_체리하트메가틴트_리얼체리,2.5
메리몽드_체리하트메가틴트_모브체리,2.1666666666666665
메리몽드_체리하트메가틴트_뮤트체리,2.2857142857142856
메리몽드_체리하트메가틴트_버터체리,2.0
메리몽드_체리하트메가틴트_차분체리,3.0
메리몽드_체리하트메가틴트_크림체리,2.3333333333333335
뮤드_글라세립틴트_모브모어,2.0
뮤드_글라세립틴트_오운핑크,2.0
뮤드_글라세립틴트_위켄드,2.8333333333333335
뮤드_글라세립틴트_윈디,2.8
뮤드_글라세립틴트_코랄글라세,2.5
뮤드_글라세립틴트_콜드체리,2.6666666666666665
뮤드_글라세립틴트_플러미,2.0
뮤드_소프트블러틴트_러스티슈가,2.0
뮤드_소프트블러틴트_메이플,2.3333333333333335
뮤드_소프트블러틴트_번트시에나,3.0
뮤드_소프트블러틴트_베리팟,2.5
뮤드_소프트블러틴트_소울모브,3.0
뮤드_소프트블러틴트_스무디,2.75
뮤드_소프트블러틴트_인스파이어,2.25
뮤드_소프트블러틴트_체리아워,3.0
뮤드_소프트블러틴트_퍼피,2.0
뮤드_소프트블러틴트_페일페탈,2.3333333333333335
뮤드_소프트블러틴트_프렌치플럼,3.0
뮤드_소프트블러틴트_하트워밍,2.3333333333333335
바닐라코_글로우베일립스틱_러브미,2.411764705882353
바닐라코_글로우베일립스틱_블리스,2.2222222222222223
바닐라코_글로우베일립스틱_슈가코랄,2.0
바닐라코_글로우베일립스틱_애플캔디,2.0
바닐라코_글로우베일립스틱_쥬시피즈,1.5
바닐라코_글로우베일립스틱_핑크플레저,1.875
바닐라코_벨벳블러드베일립스틱_더스티 로즈,2.0
바닐라코_벨벳블러드베일립스틱_드리머,2.0
바닐라코_벨벳블러드베일립스틱_러스틱,1.5555555555555556
바닐라코_벨벳블러드베일립스틱_로지 페탈,2.2857142857142856
바닐라코_벨벳블러드베일립스틱_미스틱로즈,1.6666666666666667
바닐라코_벨벳블러드베일립스틱_바비 핑크,2.6666666666666665
바닐라코_벨벳블러드베일립스틱_선셋,2.25
바닐라코_벨벳블러드베일립스틱_스모크 모브,2.2142857142857144
바닐라코_벨벳블러드베일립스틱_스타일아이콘,2.0
바닐라코_벨벳블러드베일립스틱_오렌지 블러쉬,1.8333333333333333
바닐라코_벨벳블러드베일립스틱_위스퍼링 핑크,1.7272727272727273
바닐라코_벨벳블러드베일립스틱_코랄 실루엣,2.0
바닐라코_벨벳블러드베일립스틱_클로짓,1.6666666666666667
바닐라코_벨벳블러드베일립스틱_플릿츠,1.75
바닐라코_쉬어벨벳베일틴트_러브미,2.272727272727273
바닐라코_쉬어벨벳베일틴트_로지어페어,2.0
바닐라코_쉬어벨벳베일틴트_발레리나,2.225806451612903
바닐라코_쉬어벨벳베일틴트_브릭베이크,2.2
바닐라코_쉬어벨벳베일틴트_빈티지멜로우,2.6
바닐라코_쉬어벨벳베일틴트_캐시미어,2.1666666666666665
바닐라코_쉬어벨벳베일틴트_텐더브리즈,2.090909090909091
바닐라코_쉬어벨벳베일틴트_프렌치레드,2.8333333333333335
바닐라코_쉬어벨벳베일틴트_피그모브,2.25
바닐라코_쉬어벨벳베일틴트_피오리,2.1818181818181817
아떼_어센틱에어리립밤_써니사이드업,1.9333333333333333
아떼_어센틱에어리립밤_쏘웜,2.888888888888889
아떼_어센틱에어리립밤_체리베리머치,2.3076923076923075
아떼_어센틱에어리립밤_칠리,2.3333333333333335
아떼_어센틱에어리립밤_핑크어랏,2.357142857142857
아떼_어센틱에어리립밤_헤이즈,2.2857142857142856
에뛰드_픽싱틴트_로즈라일락,2.5
에뛰드_픽싱틴트_로즈블렌딩,2.3333333333333335
에뛰드_픽싱틴트_미드나잇모브,2.5238095238095237
에뛰드_픽싱틴트_바인핑크,2.5
에뛰드_픽싱틴트_베이크드피칸,2.7
에뛰드_픽싱틴트_우디핑크,2.0
에뛰드_픽싱틴트_코랄브리즈,2.0
에뛰드_픽싱틴트_쿨핑온탑,2.3703703703703702
에뛰드_픽싱틴트_크랜베리플럼,2.6
에뛰드_픽싱틴트_핑크스프링클,2.857142857142857
에뛰드_픽싱틴트_핑크피그,2.4
오에니르_듀잇틴트_돌체크림,2.888888888888889
오에니르_듀잇틴트_러브모어,2.5
오에니르_듀잇틴트_모브누드,2.7142857142857144
오에니르_듀잇틴트_살구베이비,2.0
오에니르_듀잇틴트_코코버디,2.375
오에니르_듀잇틴트_페어리윙크,2.6
오에니르_아워글로우립_루티나,2.2
오에니르_아워글로우립_멜로우,2.0
오에니르_아워글로우립_윈디아,2.0
오에니르_아워글로우립_칠리쉬,2.0
오에니르_아워글로우립_토스티,1.8823529411764706
오에니르_아워글로우립_플러밍,1.3333333333333333
웨이크메이크_워터블러링픽싱틴트_레드체크아웃,2.0
웨이크메이크_워터블러링픽싱틴트_모비쉬핑크,1.0
웨이크메이크_워터블러링픽싱틴트_뮤트어페어,2.2
웨이크메이크_워터블러링픽싱틴트_베리피즈,2.75
웨이크메이크_워터블러링픽싱틴트_빈노이즈,2.2
웨이크메이크_워터블러링픽싱틴트_소프트브릭,2.625
웨이크메이크_워터블러링픽싱틴트_스프링라이크핑크,2.6
웨이크메이크_워터블러링픽싱틴트_썬사이드플롯,2.0
웨이크메이크_워터블러링픽싱틴트_썬필터드,2.4285714285714284
웨이크메이크_워터블러링픽싱틴트_어텀뮬리,2.4545454545454546
웨이크메이크_워터블러링픽싱틴트_오리엔탈루비,2.6666666666666665
웨이크메이크_워터블러링픽싱틴트_오션핑크,3.0
웨이크메이크_워터블러링픽싱틴트_젠틀브릭,2.5714285714285716
웨이크메이크_워터블러링픽싱틴트_탠드저린,2.5
웨이크메이크_워터블러링픽싱틴트_텐더모브,2.5
웨이크메이크_워터블러링픽싱틴트_페탈드,2.6666666666666665
웨이크메이크_워터블러링픽싱틴트_피그블룸,2.433333333333333
웨이크메이크_워터블러링픽싱틴트_피그올로지,2.75
웨이크메이크_워터블러링픽싱틴트_피치비치,2.25
웨이크메이크_워터블러링픽싱틴트_핑크미터,2.727272727272727
웨이크메이크_워터블러링픽싱틴트_핑크하이웨이,2.6666666666666665
코스노리_워터블러리틴트_러브페어링,2.9166666666666665
코스노리_워터블러리틴트_로즈두,2.6923076923076925
코스노리_워터블러리틴트_리저브무드,2.75
코스노리_워터블러리틴트_빈티지모브,2.857142857142857
코스노리_워터블러리틴트_오브마티니,2.5
키보_도톰립플러스립플럼퍼_그레이프콕,2.0
키보_도톰립플러스립플럼퍼_무화과스무디,2.0
키보_도톰립플러스립플럼퍼_스르핑글래스,3.0
키보_도톰립플러스립플럼퍼_스프링글래스,2.1666666666666665
키보_도톰립플러스립플럼퍼_스프링글리터,2.0
키보_도톰립플러스립플럼퍼_스프링달링,2.0
키보_도톰립플러스립플럼퍼_앵두쨈,1.0
키보_도톰립플러스립플럼퍼_원터오브미,3.0
키보_도톰립플러스립플럼퍼_윈터베리,2.75
키보_도톰립플러스립플럼퍼_윈터오브미,3.0
키보_도톰립플러스립플럼퍼_체리에이드,2.6666666666666665
키보_도톰립플러스립플럼퍼_핑크크러쉬,2.0
키스미_아이라이트블러리픽싱틴트_로지데저트,3.0
키스미_아이라이트블러리픽싱틴트_릿치레드,2.5714285714285716
키스미_아이라이트블러리픽싱틴트_모비쉬다프네,2.6
키스미_아이라이트블러리픽싱틴트_스모키로즈,2.7058823529411766
키스미_아이라이트블러리픽싱틴트_콜드루비,2.3333333333333335
키스미_아이라이트블러리픽싱틴트_퍼시몬코랄,2.642857142857143
투쿨포스쿨_끌레어틴트_글림레드,2.6666666666666665
투쿨포스쿨_끌레어틴트_러디피치,2.375
투쿨포스쿨_끌레어틴트_로지뷰,2.75
투쿨포스쿨_끌레어틴트_로지스웨이,2.5714285714285716
투쿨포스쿨_끌레어틴트_리치라이즈,2.0
투쿨포스쿨_끌레어틴트_문더스트,2.25
투쿨포스쿨_끌레어틴트_미러베리,2.466666666666667
투쿨포스쿨_끌레어틴트_포그선셋,2.7142857142857144
투쿨포스쿨_플레르틴트_드리즐,2.1875
투쿨포스쿨_플레르틴트_티어풀,2.263157894736842
투쿨포스쿨_플레르틴트_플랍,2.6315789473684212
투쿨포스쿨_플레르틴트_플래쉬,2.375
투쿨포스쿨_플레르틴트_휘슬링,2.65
투쿨포스쿨_픽싱블러립_모노로즈,2.142857142857143
투쿨포스쿨_픽싱블러립_버닝베이지,1.8
투쿨포스쿨_픽싱블러립_칠링로즈,2.357142857142857
투쿨포스쿨_픽싱블러립_페탈핑크,2.2
투쿨포스쿨_픽싱블러립_포지코랄,2.1666666666666665
투쿨포스쿨_픽싱블러립_프루아레드,2.4285714285714284
투쿨포스쿨_픽싱블러립_피치릿,2.4
페리페라_잉크더벨벳_ 누디플로우,3.0
페리페라_잉크더벨벳_ 하트백만개,3.0
페리페라_잉크더벨벳_ 햇살주의보,2.5
페리페라_잉크더벨벳_누디라떼,2.0
페리페라_잉크더벨벳_누디풀데이,2.0
페리페라_잉크더벨벳_누디플로우,1.6666666666666667
페리페라_잉크더벨벳_봄상특파원,2.0
페리페라_잉크더벨벳_페립포터,3.0
페리페라_잉크더벨벳_품절대란,3.0
페리페라_잉크더벨벳_하트백만개,2.6666666666666665
페리페라_잉크더벨벳_햇살주의보,2.0
페리페라_잉크더에어리벨벳_내안에피치,2.0
페리페라_잉크더에어리벨벳_너지금무화과,2.3333333333333335
페리페라_잉크더에어리벨벳_넘흐로즈넹,2.3333333333333335
페리페라_잉크더에어리벨벳_딱복피치,3.0
페리페라_잉크더에어리벨벳_땡큐베리마치,2.0
페리페라_잉크더에어리벨벳_로즈림픽,2.0
페리페라_잉크더에어리벨벳_로즈맛꿀마,2.0
페리페라_잉크더에어리벨벳_로즈추구미,2.0
페리페라_잉크더에어리벨벳_물복피치,2.413793103448276
페리페라_잉크더에어리벨벳_미모열일,2.3333333333333335
페리페라_잉크더에어리벨벳_심장폭격,2.5555555555555554
페리페라_잉크더에어리벨벳_이거다살구,2.25
페리페라_잉크더에어리벨벳_정신체리,2.6875
페리페라_잉크더에어리벨벳_제당로즈만,2.4
페리페라_잉크더에어리벨벳_최애쁨템,2.5
페리페라_잉크더에어리벨벳_피치나는솔로,3.0
페리페라_잉크더에어리벨벳_확신의피치상,3.0
퓌_3D볼류밍글로스_바닐라30,2.0625
퓌_3D볼류밍글로스_바닐라70,2.090909090909091
퓌_3D볼류밍글로스_소르베30,2.3333333333333335
퓌_3D볼류밍글로스_소르베70,2.3333333333333335
퓌_3D볼류밍글로스_스카치30,1.5
퓌_3D볼류밍글로스_스카치70,1.0
퓌_3D볼류밍글로스_앵두30,1.7142857142857142
퓌_3D볼류밍글로스_앵두70,2.5
퓌_3D볼류밍글로스_캔디30,1.75
퓌_3D볼류밍글로스_캔디70,2.0
퓌_3D볼류밍글로스_커런트30,2.0
퓌_3D볼류밍글로스_커런트70,2.0
피브_컬러드롭립틴트_노메이크업,2.5
피브_컬러드롭립틴트_로지코지,2.5555555555555554
피브_컬러드롭립틴트_마이베스티스,3.0
피브_컬러드롭립틴트_미닝아웃,2.35
피브_컬러드롭립틴트_밀키피치,2.3333333333333335
피브_컬러드롭립틴트_애프터스쿼트,2.25
피브_컬러드롭립틴트_위티플럼,2.5
피브_컬러드롭립틴트_칠링칠리,3.0
피브_컬러드롭립틴트_피터패트,2.5789473684210527
피브_컬러드롭립틴트_허밍모브,2.0
