File Name,color,Color Index,Red,Green,Blue,Max Proportion,HEX,Price,formulation,date,saturation,lightness
하트퍼센트_도트온무드듀이멜팅립스틱_듀이블랙.png,,1,83,69,80,100.00%,#534550,"15,000",글로시,54,17,30
